"RESULTTIME";"MBSC";"CELLNAME";"CELLINDEX";"LAC";"CI";"RR307";"RR300";"AR3010A";"AR3010B";"AR3017A";"AR3017B";"AR3018A";"AR3018B";"AR3020A";"AR3020B";"AR3027A";"AR3027B";"AR3028A";"AR3028B";"CH303";"CH301";"CH300";"M3128";"M3128A";"M3030A";"M3030B";"M3030C";"M3030D";"M3030E";"M3030F";"M3030G";"M3030H";"M3030I";"M3030J";"M3030K";"A330";"A331";"A337";"A339";"K3021";"K3011A";"K3011B";"K3020";"K3010A";"K3010B";"CH313";"CH333";"CH311";"CH331";"K3003";"CM30";"K3000";"CM33";"M315";"M325";"K3013A";"CH323";"CH343";"K3014";"CA303J";"CA300J";"CA313";"CA310";"K3001";"K3004";"CH321";"K3005";"K3006";"K3015";"K3016";"R373";"CH341";"CA3030J";"K3034";"AR9303";"K3023";"CM3300";"CM3301";"CM3302";"CM330";"CM331";"CM332";"CM333";"CM334";"CM335";"M305";"M345";"M355";"CH342";"H3429A";"TH343";"CH340";"CH322";"H3229A";"TH323";"CH320";"K3040";"CH330";"CH310";"L9302";"L9303";"L9304";"L9305";"L9306";"L9307";"L9308";"L9309";"L9310";"A9002";"A9001";"A9102";"A9101";"A9202";"A9201";"A9302";"A9301";"L9201";"L9202";"L9203";"L9204";"L9205";"L9206";"L9207";"L9208";"L9209";"L9001";"L9002";"L9003";"L9004";"L9005";"L9006";"L9007";"L9008";"L9009";"L9102";"L9103";"L9104";"L9105";"L9210";"A9006";"A9007";"A9206";"A9207";"A9106";"A9306";"R9204";"R9205";"R9206";"R9207";"A9003";"A9005";"A9103";"A9105";"A9203";"A9303";"A9305";"A9205";"A9501";"A9507";"TL9014";"TL9114";"TL9232";"TL9333";"A9104";"A9304";"A9315";"A9115";"A9210";"A9010";"A9109";"A9309";"A9209";"A9009";"A9108";"A9308";"A9307";"A9107";"A9008";"A9208";"L9211";"L9212";"L9213";"L9214";"L9215";"L9216";"L9217";"L9218";"L9219";"L9311";"L9312";"L9313";"L9314";"L9315";"L9316";"L9317";"L9318";"L9319";"L9106";"L9107";"L9108";"L9109";"TL9338";"TL9123";"TL9237";"TL9023";"A9318";"A9118";"A9004";"CM30A";"CM30C";"CM30D";"M3000A";"M3000B";"M3000C";"M3001A";"M3001B";"M3001C";"M3001D";"M3001E";"M3002";"M302";"M303";"M304";"M3100A";"M3100B";"M3100C";"M3101A";"M3101B";"M3101C";"M3101D";"M3101E";"M3102";"M312";"M313";"M314";"M3200A";"M3200B";"M3200C";"M3201A";"M3201B";"M3201C";"M3201D";"M3201E";"M3202";"M322";"M323";"M324";"A300A";"A300C";"A300D";"A300E";"A300F";"A300K";"A3010";"A3030A";"A3030B";"A3030C";"A3030D";"A3030E";"A3030F";"A3030G";"A3030H";"A3030I";"A3030J";"A3030K";"A3039J";"A3040";"A9204";"A9237";"A9238";"A9335";"A9336";"H3027Ca";"H3028Ca";"H3127Ca";"H3128Ca";"H3327Ca";"H3328Ca";"H3429Ca";"K3013B";"R3100A";"R9101";"R9109";"R9110";"R9111";"R9112";"R9115";"CM3303A";"A9216";"A9016";"A9341";"A9343";"Payload_GPRS_Mbit";"Payload_EDGE_Mbit";"Payload_GPRS_Mbyte";"Payload_EDGE_Mbyte"
"2019-08-26 00:00:00";"MBSC_Bawen";"STG003MD1_SALATIGA3TSLMD1";"0";"4796";"43291";"100";"100";"0";"24";"0";"15";"0";"0";"0";"24";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"948";"5380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"192";"0";"192";"0";"0";"0";"0";"0";"0";"0";"192";"192";"0";"0";"0";"0,20100000500679016";"0";"24";"24";"15";"15";"0";"0";"192";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"298";"13";"36";"134";"1785";"2238";"4006";"1088";"2748";"971";"977";"418";"423";"143";"144";"145";"146";"9626";"400";"1309";"2479";"1134";"763";"979";"1235";"337";"5369";"4421";"240";"708";"0";"4414";"240";"708";"0";"609";"2559";"3889";"0";"990";"0";"7";"4";"1";"0";"1";"31667";"46476";"720000";"720000";"0";"964";"0";"417";"0";"0";"141";"138";"1354";"600";"3,7139999866485596";"14,380000114440918";"6,322999954223633";"18,868999481201172";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"400";"1309";"2479";"1132";"763";"979";"1235";"337";"990";"254";"13";"36";"130";"1729";"2116";"3237";"945";"2680";"604";"2551";"3888";"0";"763,0780029296875";"250,55999755859375";"456,62200927734375";"134,9250030517578";"1";"3";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"191";"0";"192";"0";"0";"0";"0";"0";"191";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"3,0115966796875";"9,528907775878906";"0,3758888244628906";"1,7041635513305664"
