"RESULTTIME";"MBSC";"CELLNAME";"CELLINDEX";"LAC";"CI";"CR443A";"CR443B";"R4419A";"R4419B";"CS410A";"CS410B";"CS410C";"CS410D";"CS411A";"CS411B";"CS411C";"CS411D";"CS412A";"CS412B";"CS412C";"CS412D";"CS413A";"CS413B";"CS413C";"CS413D";"CS414A";"CS414B";"CS414C";"CS414D";"CS415A";"CS415B";"CS415C";"CS415D";"CS416A";"CS416B";"CS416C";"CS416D";"CS417A";"CS417B";"CS417C";"CS417D";"AS4207A";"AS4207B";"AS4207C";"AS4207D";"AS4207E";"AS4208A";"AS4208B";"AS4208C";"AS4208D";"AS4208E";"S4556";"S4557";"S4400A";"S4401A";"S4402A";"S4403A";"S4404A";"S4405A";"S4406A";"S4407A";"S4408A";"S4409A";"S4410A";"S4411A";"S4412A";"S4413A";"S4414A";"S4415A";"S4416A";"S4417A";"S4418A";"S4419A";"S4420A";"S4421A";"S4422A";"S4423A";"S4424A";"S4425A";"S4426A";"S4427A";"S4428A";"S4429A";"S4430A";"S4432A";"S4434A";"S4436A";"S4438A";"S4440A";"S4445A";"S4450A";"S4455A";"S4463A"
"2019-08-26 00:00:00";"MBSC_Bawen";"UNR005MG1_COFFEEEVATSLMG1";"34";"4797";"1691";"136";"136";"16";"16";"17761";"13790";"2935";"2372";"163";"2493";"129";"407";"23";"989";"1";"142";"11";"436";"0";"85";"6";"160";"0";"37";"2";"52";"0";"16";"0";"19";"0";"5";"0";"27";"0";"1";"11,691";"0";"0";"0";"0";"3,738";"0";"0";"0";"0";"7178";"6708";"2418";"6023";"3385";"2999";"740";"1169";"3001";"1259";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
